1681490363.325443792, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.345336767, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.365337329, 0, 0, -1.24806, -0.285, -0.285, -0.285
1681490363.385325567, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.405442455, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.425342691, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.445333133, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.445457119, 0, 0, -1.2812, -0.285, -0.285, -0.285
1681490363.445543760, 0, 0, -1.34863, -0.3, -0.3, -0.3
1681490363.465395811, 0, 0, -1.34863, -0.3, -0.3, -0.3
1681490363.465482634, 0, 0, -1.34863, -0.3, -0.3, -0.3
1681490363.485379480, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.505362372, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.525365123, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.545336659, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.565382477, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.585351184, 0, 0, -1.31375, -0.3, -0.3, -0.3
1681490363.605478992, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.625347412, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.645394578, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.665336564, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.685340837, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.705324510, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.725385466, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.745387071, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.765324974, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.765413783, 0, 0, -1.37944, -0.315, -0.315, -0.315
1681490363.765485297, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.785382774, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.805340981, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.825342402, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.845359807, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.865358239, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.885402101, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.905318098, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.925386524, 0, 0, -1.44512, -0.33, -0.33, -0.33
1681490363.945484717, 0, 0, -1.51081, -0.345, -0.345, -0.345
1681490363.945530562, 0, 0, -1.51081, -0.345, -0.345, -0.345
1681490363.965390828, 0, 0, -1.51081, -0.345, -0.345, -0.345
1681490363.985480737, 0, 0, -1.51081, -0.345, -0.345, -0.345
1681490364.005447306, 0, 0, -1.51081, -0.345, -0.345, -0.345
1681490364.025397684, 0, 0, -1.4707, -0.345, -0.345, -0.345
1681490364.045414096, 0, 0, -1.4707, -0.345, -0.345, -0.345
1681490364.065354648, 0, 0, -1.4707, -0.345, -0.345, -0.345
1681490364.065555031, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.085371827, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.085489309, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.105338375, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.105514044, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.125421958, 0, 0, -1.43059, -0.345, -0.345, -0.345
1681490364.125724145, 0, 0, -1.53464, -0.36, -0.36, -0.36
1681490364.125799958, 0, 0, -1.49279, -0.36, -0.36, -0.36
1681490364.145315310, 0, 0, -1.49279, -0.36, -0.36, -0.36
1681490364.145373464, 0, 0, -1.53464, -0.36, -0.36, -0.36
1681490364.145441620, 0, 0, -1.49279, -0.36, -0.36, -0.36
1681490364.165403963, 0, 0, -1.49279, -0.36, -0.36, -0.36
1681490364.185398929, 0, 0, -1.49279, -0.36, -0.36, -0.36
1681490364.185671212, 0, 0, -1.49279, -0.36, -0.36, -0.36
