1664882747.252576, 4, E2000020820502290860CF9E, 0.803805932852076, -40, 865700
1664882747.253816, 4, E2000020820502290880CF9A, 4.080388895775806, -63, 865700
1664882747.258309, 4, E2000020820502290860CF9E, 0.7853981633974483, -40, 865700
1664882747.259803, 4, E2000020820502290850CF92, 5.190990986205009, -59, 865700
1664882747.261430, 4, E2000020820502291650D0D2, 0.04908738521234052, -55, 865700
1664882747.262493, 4, E2000020820502291080CFEA, 0.5399612373357456, -68, 865700
1664882747.264309, 4, E2000020820502290880CF9A, 4.147884050442774, -63, 865700
1664882747.265655, 4, E2000020820502291060CFEE, 5.166447293598839, -58, 865700
1664882747.268326, 4, E2000020820502291470D096, 6.062292073724054, -62, 865700
1664882747.273511, 4, E2000020820502291060CFEE, 5.1725832167503825, -58, 865700
1664882747.276789, 4, E2000020820502291080CFEA, 0.4356505437595221, -68, 865700
1664882747.278111, 4, E2000020820502290860CF9E, 0.7976700097005334, -40, 865700
1664882747.279209, 4, E2000020820502290850CF92, 5.246214294568893, -58, 865700
1664882747.280578, 4, E2000020820502291470D096, 6.050020227420969, -62, 865700
1664882747.281884, 4, E2000020820502291650D0D2, 0.030679615757712823, -55, 865700
1664882747.283559, 4, E2000020820502290880CF9A, 4.1417481272912315, -63, 865700
1664882747.288396, 4, E2000020820502291650D0D2, 0.018407769454627694, -55, 865700
1664882747.290056, 4, E2000020820502291060CFEE, 5.197126909356553, -58, 865700
1664882747.291965, 4, E2000020820502290860CF9E, 0.7853981633974483, -40, 865700
1664882747.293320, 4, E2000020820502291470D096, 6.037748381117884, -62, 865700
1664882747.295772, 4, E2000020820502291080CFEA, 0.5767767762450011, -67, 865700
1664882747.296836, 4, E2000020820502290850CF92, 5.227806525114265, -59, 865700
1664882747.298213, 4, E2000020820502290880CF9A, 4.1172044346850605, -63, 865700
1664882747.301858, 4, E2000020820502290850CF92, 5.21553467881118, -58, 865700
1664882747.305016, 4, E2000020820502291470D096, 6.037748381117884, -62, 865700
1664882747.306666, 4, E2000020820502291650D0D2, 0.04295146206079795, -55, 865700
1664882747.308349, 4, E2000020820502290860CF9E, 0.7853981633974483, -40, 865700
1664882747.309992, 4, E2000020820502291080CFEA, 0.5583690067903734, -68, 865700
1664882747.311437, 4, E2000020820502291060CFEE, 5.221670601962723, -58, 865700
1664882747.312660, 4, E2000020820502290880CF9A, 4.172427743048944, -64, 865700
1664882747.315946, 4, E2000020820502291470D096, 6.0991076126333095, -63, 865700
1664882747.318107, 4, E2000020820502291060CFEE, 5.111223985234957, -58, 865700
1664882747.320239, 4, E2000020820502291650D0D2, 0.030679615757712823, -55, 865700
1664882747.321400, 4, E2000020820502291080CFEA, 0.5767767762450011, -68, 865700
1664882747.322467, 4, E2000020820502290860CF9E, 0.7976700097005334, -40, 865700
1664882747.323523, 4, E2000020820502290850CF92, 5.246214294568893, -59, 865700
1664882747.326548, 4, E2000020820502290880CF9A, 4.086524818927348, -63, 865700
1664882747.330267, 4, E2000020820502291650D0D2, 6.258641614573416, -55, 865700
