1664882695.33, 0.0350818634033, 13, -2.17090151017, 1664882693.173803
1664882697.35, 0.0563509464264, 2, -0.0344078668098, 1664882695.253026
1664882699.34, 0.0501930713654, 3, -0.0309001816822, 1664882697.248310
1664882701.33, 0.0351898670197, 4, -0.0622715083165, 1664882699.244228
1664882703.34, 0.0447249412537, 9, -3.02689079673, 1664882701.240764
1664882705.37, 0.0767059326172, 10, -2.76352041214, 1664882703.251279
1664882707.33, 0.0350260734558, 9, -2.72921577016, 1664882705.257589
1664882709.37, 0.0742361545563, 8, -2.99555220073, 1664882707.237804
1664882711.35, 0.0526361465454, 11, -2.9300007281, 1664882709.253577
1664882713.33, 0.035856962204, 13, -2.6722252686, 1664882711.275924
1664882715.34, 0.0488078594208, 11, -2.57402625544, 1664882713.275877
1664882717.4, 0.113408088684, 12, -2.74696924706, 1664882715.255681
1664882719.33, 0.0406391620636, 12, -2.79489367124, 1664882717.253456
1664882721.34, 0.0529229640961, 12, -2.71961437469, 1664882719.260739
1664882723.34, 0.0435788631439, 11, -2.77063853781, 1664882721.240376
1664882725.34, 0.0483341217041, 11, -3.11225947497, 1664882723.243181
1664882727.35, 0.0528209209442, 12, -2.96507845013, 1664882725.242510
1664882729.33, 0.0353009700775, 8, -3.35185084336, 1664882727.279270
1664882731.33, 0.038006067276, 13, -2.84114836858, 1664882729.252594
1664882733.33, 0.0383651256561, 14, -3.5527807739, 1664882731.243341
1664882735.32, 0.0246798992157, 12, -2.72514754876, 1664882733.248600
1664882737.33, 0.0387618541718, 12, -2.83593268006, 1664882735.254425
1664882739.34, 0.0496978759766, 12, -2.67916620857, 1664882737.251028
1664882741.34, 0.0437610149384, 12, -2.38187653519, 1664882739.276671
1664882743.33, 0.0344679355621, 12, -2.36703125684, 1664882741.286334
1664882745.33, 0.0330009460449, 13, -1.47327797107, 1664882743.245770
1664882747.33, 0.0415010452271, 14, -0.0879405480569, 1664882745.277106
1664882749.33, 0.0393748283386, 14, -0.0592260961331, 1664882747.252576
